#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1055829	672	1453	107140	107837	-	-	BRCA1	CSNK1D	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hill SJ (2014)	PUBMED:25184681	9606	9606	High Throughput	-	-	-	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1056213	23390	1453	116965	107837	HSPC294	-	ZDHHC17	CSNK1D	HIP14|HIP3|HYPH	ASPS|CKIdelta|FASPS2|HCKID	Two-hybrid	physical	Butland SL (2014)	PUBMED:24705354	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8IUH5	-	NP_056151|NP_001346555	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1056415	23390	1453	116965	107837	HSPC294	-	ZDHHC17	CSNK1D	HIP14|HIP3|HYPH	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-Western	physical	Butland SL (2014)	PUBMED:24705354	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8IUH5	-	NP_056151|NP_001346555	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1106869	1453	4137	107837	110308	-	-	CSNK1D	MAPT	ASPS|CKIdelta|FASPS2|HCKID	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Biochemical Activity	physical	Wolff S (2006)	PUBMED:17101137	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1106870	1453	7157	107837	113010	-	-	CSNK1D	TP53	ASPS|CKIdelta|FASPS2|HCKID	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Wolff S (2006)	PUBMED:17101137	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1174592	5537	1453	111529	107837	RP11-366O20.1	-	PPP6C	CSNK1D	PP6|PP6C	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-Western	physical	Bhandari D (2013)	PUBMED:23864707	9606	9606	Low Throughput	-	-	Figure 4	-	BIOGRID	O00743	A0A024R861	NP_001116827|NP_002712|NP_001116841	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1175083	1453	8864	107837	114387	-	-	CSNK1D	PER2	ASPS|CKIdelta|FASPS2|HCKID	FASPS|FASPS1	Two-hybrid	physical	Wallach T (2013)	PUBMED:23555304	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	O15055	-	NP_073728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1175790	57381	1453	121499	107837	-	-	RHOJ	CSNK1D	ARHJ|RASL7B|TC10B|TCL	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.856410206	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.856410206, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q9H4E5	A0A024R692|Q7Z513	NP_065714	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1176422	51233	1453	119396	107837	-	-	DRICH1	CSNK1D	C22orf43	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.954202071	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.954202071, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q6PGQ1	-	NP_057533	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1177379	84232	1453	123965	107837	-	-	MAF1	CSNK1D	-	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.993387116	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.993387116, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q9H063	-	NP_115648	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1178578	10369	1453	115648	107837	RP5-1119A7.17	-	CACNG2	CSNK1D	MRD10	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.99960952	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.99960952, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q9Y698	-	NP_006069	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1179879	29896	1453	118948	107837	-	-	TRA2A	CSNK1D	AWMS1|HSU53209	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.983512747	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.983512747, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13595	B4DQI6|Q549U1	NP_037425|NP_001349688|NP_001349689|NP_001269687|NP_001269686|NP_001349690|NP_001269688	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1180662	79734	1453	122848	107837	RP5-1170K4.4	-	KCTD17	CSNK1D	-	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.8842199	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.8842199, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q8N5Z5	A0A087WX35	NP_001269614|NP_001269615|NP_078957|NP_001269613	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1182099	51368	1453	119503	107837	UNQ337/PRO536	-	TEX264	CSNK1D	ZSIG11	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.87028083	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.87028083, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q9Y6I9	A0A087WTU3	NP_001230656|NP_001230654|NP_001230655|NP_001265124|NP_001123356|NP_057010	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1185682	27092	1453	117994	107837	-	-	CACNG4	CSNK1D	-	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.903610205	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.903610205, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q9UBN1	A0A024R8J8	NP_055220	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1189310	6102	1453	112029	107837	-	-	RP2	CSNK1D	DELXp11.3|NM23-H10|NME10|TBCCD2|XRP2	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.99989699	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.99989699, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O75695	-	NP_008846	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194160	221154	1453	128692	107837	-	-	MICU2	CSNK1D	1110008L20Rik|EFHA1	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.969121432	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.969121432, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q8IYU8	-	NP_689939	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1198748	753	1453	107209	107837	-	-	LDLRAD4	CSNK1D	C18orf1	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.863036695	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.863036695, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O15165	A8K6A9	NP_001263178|NP_001263180|NP_852146|NP_852147|NP_001003674|NP_001003675	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1265660	1453	28987	107837	118808	-	MSTP158	CSNK1D	NOB1	ASPS|CKIdelta|FASPS2|HCKID	ART-4|MST158|NOB1P|PSMD8BP1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.202514899	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	Q9ULX3	-	NP_054781	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1267169	1453	5495	107837	111490	-	-	CSNK1D	PPM1B	ASPS|CKIdelta|FASPS2|HCKID	PP2C-beta|PP2C-beta-X|PP2CB|PP2CBETA|PPC2BETAX	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.204219846	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	O75688	-	NP_001028729|NP_808908|NP_002697|NP_808907|NP_001028728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1278948	351	1453	106848	107837	-	-	APP	CSNK1D	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	ASPS|CKIdelta|FASPS2|HCKID	Reconstituted Complex	physical	Virok DP (2011)	PUBMED:21244100	9606	9606	High Throughput	-	-	Oligomeric amyloid-beta queried against the ProtoArray Human Protein Microarray	-	BIOGRID	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1429948	5108	1453	111139	107837	-	-	PCM1	CSNK1D	PTC4	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15154	E7ETA6|A2RUU9	NP_001339577|NP_001339576|NP_001339575|NP_001339574|NP_001339573|NP_001339572|NP_001339571|NP_001339570|NP_001339583|NP_001339579|NP_006188|NP_001339562|NP_001339589|NP_001339585|NP_001339584|NP_001339564|NP_001339565|NP_001339566|NP_001339567|NP_001339561|NP_001339588|NP_001339563|NP_001339586|NP_001339587|NP_001302436|NP_001302437|NP_001339568|NP_001339569|NP_001339580|NP_001339581|NP_001339578|NP_001339582	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1430371	5108	1453	111139	107837	-	-	PCM1	CSNK1D	PTC4	ASPS|CKIdelta|FASPS2|HCKID	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q15154	E7ETA6|A2RUU9	NP_001339577|NP_001339576|NP_001339575|NP_001339574|NP_001339573|NP_001339572|NP_001339571|NP_001339570|NP_001339583|NP_001339579|NP_006188|NP_001339562|NP_001339589|NP_001339585|NP_001339584|NP_001339564|NP_001339565|NP_001339566|NP_001339567|NP_001339561|NP_001339588|NP_001339563|NP_001339586|NP_001339587|NP_001302436|NP_001302437|NP_001339568|NP_001339569|NP_001339580|NP_001339581|NP_001339578|NP_001339582	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1431956	145508	1453	126920	107837	-	-	CEP128	CSNK1D	C14orf145|C14orf61|LEDP/132	ASPS|CKIdelta|FASPS2|HCKID	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q6ZU80	Q86TS1	NP_689659	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1439915	7514	1453	113348	107837	-	-	XPO1	CSNK1D	CRM1|emb|exp1	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Kirli K (2015)	PUBMED:26673895	9606	9606	High Throughput	-	-	Cargo B|Intreaction in the presence of RanGTP	-	BIOGRID	O14980	B3KWD0	NP_003391	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444004	3831	1453	110029	107837	RP11-73M18.7	-	KLC1	CSNK1D	KLC|KNS2|KNS2A	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q07866	Q7RTQ2	NP_005543|NP_001123579|NP_891553	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444005	79760	1453	122869	107837	-	-	GEMIN7	CSNK1D	SIP3	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q9H840	-	NP_001007270|NP_001007271|NP_078983	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444006	286077	1453	130292	107837	-	-	FAM83H	CSNK1D	AI3	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q6ZRV2	Q71RB4	NP_940890	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444007	5577	1453	111563	107837	-	-	PRKAR2B	CSNK1D	PRKAR2|RII-BETA	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P31323	B3KY43|A0A024R712	NP_002727	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444008	7818	1453	113587	107837	-	-	DAP3	CSNK1D	DAP-3|MRP-S29|MRPS29|bMRP-10	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P51398	-	NP_001186780|NP_004623|NP_001186779|NP_001186778|NP_387506	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444009	8312	1453	113909	107837	LA16c-314G4.3	-	AXIN1	CSNK1D	AXIN|PPP1R49	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	O15169	-	NP_003493|NP_851393	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1459338	12952	1453	198906	107837	-	-	Cry1	CSNK1D	AU020726|AU021000|Phll1	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	10090	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P97784	-	NP_031797	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Mus musculus	Homo sapiens
1459339	75296	1453	217370	107837	-	-	Fgfr1op	CSNK1D	4930553O10Rik|FOP	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	10090	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q66JX5	-	NP_001183975|NP_957682	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Mus musculus	Homo sapiens
1459340	209584	1453	229093	107837	-	-	Tyw3	CSNK1D	5230400J09Rik	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	10090	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q8BSA9	E9PYE2	NP_766062|NP_001161830	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Mus musculus	Homo sapiens
1459341	243846	1453	232567	107837	-	-	Ccdc9	CSNK1D	2600011L02Rik	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	10090	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q8VC31	D3YW42|G3X927	NP_758501|NP_001129943	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Mus musculus	Homo sapiens
1504544	23621	1453	117154	107837	-	-	BACE1	CSNK1D	ASP2|BACE|HSPC104	ASPS|CKIdelta|FASPS2|HCKID	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	P56817	A0A024R3F9|A0A024R3D7|Q5W9H2|B7Z3Z4|B7Z3K2|A0A024R3E8|A0A024R3D5	NP_620428|NP_620429|NP_001193978|NP_036236|NP_001193977|NP_620427	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1504977	6622	1453	112506	107837	-	-	SNCA	CSNK1D	NACP|PARK1|PARK4|PD1	ASPS|CKIdelta|FASPS2|HCKID	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1505037	7157	1453	113010	107837	-	-	TP53	CSNK1D	BCC7|LFS1|P53|TRP53	ASPS|CKIdelta|FASPS2|HCKID	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1533672	4772	1453	110845	107837	-	-	NFATC1	CSNK1D	NF-ATC|NFAT2|NFATc	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Gabriel CH (2016)	PUBMED:27637333	9606	9606	High Throughput	35.4	-	The score displays the factor of enrichment of the prey protein. It is a ratio of the prey protein's abundance in CoIP-MS when the bait protein was present versus its abundance in control experiments without bait protein. The shown values are means from >= 2 experiments.	-	BIOGRID	O95644	F5H4S8|B4DER8|K7ER53|A8K9C6	NP_001265599|NP_001265598|NP_001265602|NP_001265601|NP_006153|NP_765975|NP_765976|NP_765977|NP_001265604|NP_765978	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1533732	4773	1453	110846	107837	RP5-1009H6.1	-	NFATC2	CSNK1D	NFAT1|NFATP	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Gabriel CH (2016)	PUBMED:27637333	9606	9606	High Throughput	23.0	-	The score displays the factor of enrichment of the prey protein. It is a ratio of the prey protein's abundance in CoIP-MS when the bait protein was present versus its abundance in control experiments without bait protein. The shown values are means from >= 2 experiments.	-	BIOGRID	Q13469	B5B2P4	NP_001245223|NP_001245221|NP_001245226|NP_001245225|NP_001245224|NP_775114|NP_036472|NP_001129493	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1534014	57154	1453	121411	107837	-	-	SMURF1	CSNK1D	-	ASPS|CKIdelta|FASPS2|HCKID	Biochemical Activity	physical	Andrews PS (2010)	PUBMED:20804422	9606	9606	High Throughput	-	Ubiquitination	peptide in vitro array	-	BIOGRID	Q9HCE7	-	NP_851994|NP_001186776|NP_065162	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1870212	1453	5861	107837	111799	-	-	CSNK1D	RAB1A	ASPS|CKIdelta|FASPS2|HCKID	RAB1|YPT1	Reconstituted Complex	physical	Wang J (2015)	PUBMED:26195667	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	-	-	-	-	-	-	Homo sapiens	Homo sapiens
